47107165,9822 , -2000 , -4,62709999829531 , -2,675090560513E-05 , 0,00708244031326892 , 3,25944670271327E-06 , 5,42973774305323E-05 , 5,42973774305323E-05 , 1,82012991533417 , 241,658960015031 , -0,108964841576135 , 2747,27296326692
47107197,2574 , -1000 , -0,768100008368492 , -1,3659618708006E-05 , 0,00795150656135202 , 3,21576421906581E-06 , 7,97839384712871E-05 , 7,97839384712871E-05 , 1,90529373566664 , 229,580367331667 , -0,11131163208965 , 2717,17871529779
47107228,5642 , -500 , -0,69539999961853 , -6,91974407965244E-06 , 0,00889971109800907 , 3,20528982480627E-06 , 9,33840157086865E-05 , 9,33840157086864E-05 , 1,98780222775389 , 218,10935192422 , -0,114872174854482 , 2696,89198354854
47107259,8189 , 500 , -0,766799993813038 , 8,06805745111716E-06 , 0,0101535499536789 , 3,19170576257264E-06 , 7,61627935867208E-05 , 7,61627935867208E-05 , 2,0661295339068 , 207,238940104662 , -0,123374010484062 , 2746,9387830997
47107291,0068 , 1000 , -1,02260000258684 , 1,6140742984822E-05 , 0,0110748507927646 , 3,13905832202519E-06 , 3,99705294318096E-05 , 3,99705294318096E-05 , 2,14129648094605 , 196,956785350365 , -0,137364510619455 , 2909,92451325458
47107322,3158 , 2000 , -0,6925999969244 , 3,125637486309E-05 , 0,0114830916510212 , 2,94167156963818E-06 , -3,25829412587582E-05 , -3,25829412587583E-05 , 2,21464149753262 , 187,186141183846 , -0,151632694538487 , 3280,68623858361
47107353,5653 , 4000 , -0,776300005614758 , 5,16667256683612E-05 , 0,00961746130021638 , 2,33548820485574E-06 , -0,000145439072982443 , -0,000145439072982443 , 2,29363398321264 , 177,996836986945 , -0,169366566234007 , 4772,25057053268
47107384,7614 , 2000 , -0,857400000095367 , 2,50994082103606E-05 , 0,0116617300561117 , 2,22199487598831E-06 , -0,000198217000108243 , -0,000198217000108243 , 2,36911221226474 , 169,158281194685 , -0,182277534769873 , 5501,86320729136
47107415,9827 , -2000 , -0,801499992609024 , -2,68573874704132E-05 , 0,0165778418507644 , 2,0974119590523E-06 , -0,000121255915165259 , -0,000121255915165259 , 2,42160764033817 , 160,703636495715 , -0,186516642106134 , 5301,54411051476
47107447,2339 , -4000 , -0,755800001323223 , -4,48619718602921E-05 , 0,0158475614030245 , 1,71567808966374E-06 , 1,36274936544407E-05 , 1,36274936544406E-05 , 2,47395986617933 , 152,670169878617 , -0,183581454950803 , 5545,84310055118
47107478,4843 , -2000 , -0,795900002121925 , -2,21336340150992E-05 , 0,0164918109525408 , 1,64012690704535E-06 , 6,99953273878268E-05 , 6,99953273878267E-05 , 2,53196009076509 , 145,039828729113 , -0,187732247150109 , 5379,64109884712
47107521,597 , -1000 , 11,078499995172 , -1,05755463865978E-05 , 0,0172548925565709 , 1,62362085013698E-06 , 9,70895045837519E-05 , 9,70895045837519E-05 , 2,58775366403929 , 144,345387911851 , 0,00987282277760268 , 15438,3887925611
47107555,4009 , -500 , 0,806699998676777 , -5,09971138384372E-06 , 0,0188300941544355 , 1,62007572473694E-06 , 0,000110548708315332 , 0,000110548708315332 , 2,63805711173786 , 137,162498307095 , 0,0254870000055818 , 16516,6823256694
47107586,5799 , 500 , -0,901699997484684 , 6,89079322742699E-06 , 0,0209075656562882 , 1,61383180849075E-06 , 9,13004387681804E-05 , 9,13004387681804E-05 , 2,67965535071488 , 130,35020981887 , 0,00546885430075266 , 18536,6460389733
47107619,4156 , 1000 , 0,81360000371933 , 1,32767653033674E-05 , 0,0223529705555249 , 1,59129184015616E-06 , 5,31834325548699E-05 , 5,31834325548699E-05 , 2,71548096048635 , 123,86113900002 , 0,0223271060978771 , 15634,6946725959
47107652,4223 , 2000 , 0,967600002884865 , 2,54609568133545E-05 , 0,0229894305807023 , 1,50900102124601E-06 , -2,1209608747826E-05 , -2,1209608747826E-05 , 2,74830934273243 , 117,70148528638 , 0,0411175692839459 , 11796,5028704685
47107691,7169 , 4000 , 6,3011000007391 , 4,28452454094043E-05 , 0,0196837508232989 , 1,25137853772638E-06 , -0,000139611197971744 , -0,000139611197971744 , 2,79391386997702 , 113,569263203841 , 0,157663067634769 , 2954,61779273742
47107724,2532 , 2000 , 0,518399991095066 , 2,05085359438333E-05 , 0,0226896513913597 , 1,20300977385035E-06 , -0,000193234692048995 , -0,000193234692048995 , 2,83458743193524 , 107,895798203824 , 0,150489290077439 , 3012,32876875428
47107752,4985 , -2000 , -3,84689999371767 , -2,32974922671187E-05 , 0,0297648230567222 , 1,14254900880105E-06 , -0,000115862396558799 , -0,000115862396558799 , 2,83573676344469 , 103,056603115587 , 0,0512697070114124 , 2441,22668271166
47107781,1453 , -4000 , -3,3826000019908 , -3,898560942679E-05 , 0,0282770781661757 , 9,59944570785453E-07 , 1,66569548386969E-05 , 1,66569548386969E-05 , 2,83961770533339 , 98,0649368963297 , 0,000502477500948832 , 2084,97129072314
47107811,4797 , -2000 , -1,76140000671148 , -1,90520267049305E-05 , 0,029090071037697 , 9,23780329932807E-07 , 7,20279323661758E-05 , 7,20279323661758E-05 , 2,85507312146063 , 93,1939029373681 , -0,0228468618163356 , 2020,54838198557
47107842,2866 , -1000 , -1,231499992311 , -9,22971240698583E-06 , 0,0312374280188658 , 9,16017977290066E-07 , 9,86376103178618E-05 , 9,86376103178617E-05 , 2,86501420489116 , 88,5596788859359 , -0,0451422006922116 , 1994,00703748704
47107874,2742 , -500 , -0,0237000063061714 , -4,12034918487426E-06 , 0,0334250656417343 , 9,14637035706849E-07 , 0,00011065129348149 , 0,00011065129348149 , 2,8675568947638 , 84,1353994085123 , -0,036044112875667 , 1998,47631755839
47107907,8318 , 500 , 1,535499997437 , 6,8170977287548E-06 , 0,0362791671993862 , 9,1086478914111E-07 , 9,00440077735069E-05 , 9,00440077735069E-05 , 2,85788923361645 , 80,0159281923186 , 0,0118934918543339 , 1963,13620089983
47107942,1002 , 1000 , 2,24380000680685 , 1,2479472726238E-05 , 0,0379982672225853 , 8,9847272716129E-07 , 5,20074080161866E-05 , 5,20074080161866E-05 , 2,84207305183352 , 76,1634851109612 , 0,0773461724167492 , 1883,64670146045
47107974,755 , 2000 , 0,629699997603893 , 2,33736598141705E-05 , 0,0385031562493538 , 8,55351257212584E-07 , -1,91908135713827E-05 , -1,91908135713827E-05 , 2,82478905470782 , 72,3682861093191 , 0,0577320328114546 , 1926,86324116132
47108009,2786 , 4000 , 2,50140000134707 , 3,99297020135629E-05 , 0,033421603021334 , 7,19585885529382E-07 , -0,000132911635109184 , -0,000132911635109184 , 2,82960346701159 , 68,7566339983154 , 0,0700230012111285 , 1873,84332191506
47108041,8004 , 2000 , 0,481000006198883 , 1,85006351357088E-05 , 0,0377214919510563 , 6,9551554323483E-07 , -0,000182193260611782 , -0,000182193260611782 , 2,82912170375887 , 65,3403419391074 , 0,0452645720484086 , 1917,47314263021
47108063,4372 , -2000 , -10,3823000043631 , -2,15782487767128E-05 , 0,0451678150008582 , 6,6166380124217E-07 , -0,000111125120784961 , -0,000111125120784961 , 2,78036113354906 , 66,4767904992067 , -0,378613925843486 , 1381,17481676514
47108102,254 , -4000 , 6,7373000010848 , -3,34233570256614E-05 , 0,0402903449922719 , 5,69576155473351E-07 , 2,91609055011585E-09 , 2,91609055006164E-09 , 2,7464013119611 , 68,1649573396725 , 0,0247729746341713 , 2568,14121511217
47108133,2765 , -2000 , -0,998400002717972 , -1,63032526814116E-05 , 0,0407298278715812 , 5,51101054396598E-07 , 4,64084208286314E-05 , 4,64084208286313E-05 , 2,73046811401521 , 64,7596960309853 , 0,0148186208735938 , 2542,12817560155
47108162,2962 , -1000 , -2,99459999799728 , -7,7478332558204E-06 , 0,042731269916909 , 5,47290005242947E-07 , 6,79788511056915E-05 , 6,79788511056914E-05 , 2,71150170780087 , 61,863896435456 , -0,0969684076823477 , 2417,56177855942
47108193,9473 , -500 , -0,399999998509884 , -3,33675637052826E-06 , 0,0450517945903756 , 5,46703580563856E-07 , 7,72467329077031E-05 , 7,7246732907703E-05 , 2,68636979498879 , 58,7711644476993 , -0,101302914876972 , 2415,68691201986
47108226,4537 , 500 , 0,504099994897842 , 5,95926910642451E-06 , 0,048010738273497 , 5,44713971652398E-07 , 6,04118384348575E-05 , 6,04118384348574E-05 , 2,65073978769034 , 55,840543247545 , -0,0821743591517594 , 2401,91055873549
47108259,7564 , 1000 , 1,25890000164509 , 1,07105109342155E-05 , 0,0497481596579809 , 5,38331693995789E-07 , 3,03029682055058E-05 , 3,03029682055057E-05 , 2,61089016777108 , 53,0912732075882 , -0,0361702895434263 , 2346,09794116765
47108293,6181 , 2000 , 1,818400003016 , 1,99587437530593E-05 , 0,0499613994286922 , 5,16334044400443E-07 , -2,50126123504665E-05 , -2,50126123504666E-05 , 2,57242234389497 , 50,4869188621137 , 0,013895577322204 , 2240,94586507169
47108330,6012 , 4000 , 4,97849999368191 , 3,44697337085635E-05 , 0,0434497722829261 , 4,46090846533441E-07 , -0,000113681586553037 , -0,000113681586553037 , 2,56065337085224 , 48,468079669721 , 0,152050378555201 , 1799,07363357838
47108362,8565 , 2000 , 0,230099998414516 , 1,55463960777086E-05 , 0,048579540274527 , 4,34084866251823E-07 , -0,000151510479739205 , -0,000151510479739205 , 2,54244525169122 , 46,098095608926 , 0,101836932637811 , 1852,63290564649
47108397,0265 , -2000 , 2,12490000575781 , -2,07041388726932E-05 , 0,0597946119052269 , 4,13069124704035E-07 , -9,05271382583229E-05 , -9,05271382583231E-05 , 2,46632224271438 , 44,2744995724206 , 0,287356159217442 , 2102,89233974012
47108415,9502 , -4000 , -13,0990000069141 , -2,9769662651675E-05 , 0,0500104491719004 , 3,61274540495155E-07 , -3,34874137013863E-06 , -3,34874137013874E-06 , 2,41987010325021 , 48,6551332575904 , -0,286974545833376 , 1223,3662490535
47108447,2835 , -2000 , -0,673699997365475 , -1,44413653974275E-05 , 0,0502509229293242 , 3,50888696528171E-07 , 3,31383443404464E-05 , 3,31383443404463E-05 , 2,39290775021087 , 46,3002652668149 , -0,224255969687572 , 1250,95022911183
47108494,0766 , -1000 , 14,7637000009418 , -5,3668373530761E-06 , 0,0415326968698228 , 3,49282845385362E-07 , 4,63395266678256E-05 , 4,63395266678255E-05 , 2,39074689310719 , 56,4472702985678 , 0,431435181051085 , 1399,25859056939
47108509,7292 , -500 , -16,3725999966264 , -1,84198316992422E-06 , 0,0354122976309763 , 3,49146423353056E-07 , 5,08847622113579E-05 , 5,08847622113578E-05 , 2,40336431736027 , 67,1496089023759 , -0,150980363652471 , 1342,35623110463
47108540,9637 , 500 , -0,803300000727177 , 3,39180122478252E-06 , 0,0380350615067799 , 3,48481545131025E-07 , 4,23075525542629E-05 , 4,23075525542628E-05 , 2,40718099904536 , 63,844639107252 , -0,18995865682578 , 1348,64891298996
47108572,3001 , 1000 , -0,779300004243851 , 6,13820470901639E-06 , 0,0400350962093389 , 3,4618218783091E-07 , 2,66582699212507E-05 , 2,66582699212506E-05 , 2,40511197959746 , 60,7409618001981 , -0,24323833043001 , 1363,67240905079
47108603,4782 , 2000 , -1,46769999712706 , 1,15886110963204E-05 , 0,0412231640808369 , 3,37947396299581E-07 , -2,99036320827385E-06 , -2,99036320827395E-06 , 2,3996454609515 , 58,0660118626769 , -0,354173557146606 , 1424,24181682258
47108650,3285 , 4000 , 14,8293000012636 , 1,90823130601495E-05 , 0,0351843999491966 , 3,12301554365057E-07 , -5,04611282459167E-05 , -5,04611282459168E-05 , 2,41211779186264 , 62,819695150988 , 0,0812320454475213 , 1065,79032814062
47108681,5789 , 2000 , -0,756599999964237 , 9,02954314536023E-06 , 0,0379077184993091 , 3,07215508672083E-07 , -7,22331223644474E-05 , -7,22331223644475E-05 , 2,42071487026101 , 60,0471016364016 , -0,0216636706013089 , 1094,37771372741
47108712,8353 , -2000 , -0,940799996256828 , -1,12370569081987E-05 , 0,0436022062128663 , 2,99597177245977E-07 , -4,22843305046494E-05 , -4,22843305046495E-05 , 2,40450709369058 , 57,0860048353562 , 0,0179439748634239 , 1106,7410706918
47108728,4823 , -4000 , -16,375799998641 , -1,77206382294248E-05 , 0,0381755818855182 , 2,77704570896907E-07 , 5,09435494025484E-06 , 5,0943549402548E-06 , 2,40243916236592 , 62,3975228392925 , -0,469921986090776 , 884,943909506308
47108759,7053 , -2000 , -0,799100004136562 , -8,73038443556516E-06 , 0,039523560637249 , 2,72998365170212E-07 , 2,68526595001637E-05 , 2,68526595001637E-05 , 2,4039365504839 , 59,4640562133109 , -0,393607831044552 , 898,345036489766
47108790,9548 , -1000 , -0,827600002288818 , -4,15694045547403E-06 , 0,041816324106097 , 2,72074736434326E-07 , 3,7149749738197E-05 , 3,7149749738197E-05 , 2,40035400766053 , 56,5139167165047 , -0,365207610957781 , 900,629261496983
47108835,5985 , -500 , 12,6210000067949 , -1,51308731913039E-06 , 0,0379547091636078 , 2,7202503517842E-07 , 4,09048982729062E-05 , 4,09048982729061E-05 , 2,40615880246712 , 62,8566627410272 , 0,148751339285882 , 917,561246410265
47108870,1662 , 500 , 2,55579999834299 , 2,83137444978676E-06 , 0,0404242922771046 , 2,71623974158704E-07 , 3,37511157305721E-05 , 3,3751115730572E-05 , 2,40402233076168 , 59,8872052485656 , 0,224026461188488 , 913,143705872624
47108903,9504 , 1000 , 1,22659999877214 , 5,11370734291797E-06 , 0,0424827789156017 , 2,70161863948458E-07 , 2,07736850225824E-05 , 2,07736850225824E-05 , 2,39621066249647 , 56,8932732089099 , 0,22009492031765 , 913,538482764808
47108935,4159 , 2000 , -0,556700006127357 , 9,6527697356188E-06 , 0,0436424493842351 , 2,64843789268348E-07 , -3,72270891025895E-06 , -3,72270891025898E-06 , 2,38545668601183 , 54,4884923221179 , 0,0906477408117173 , 938,074240725487
47108972,0856 , 4000 , 4,64640000462532 , 1,80635732517361E-05 , 0,042258551920441 , 2,45867708513278E-07 , -4,83499561216695E-05 , -4,83499561216695E-05 , 2,38105415075107 , 51,7683220755654 , 0,102974451831332 , 933,460328330557
47109008,2651 , 2000 , 4,16820000112057 , 8,42737387529613E-06 , 0,0452986997771781 , 2,42229447988587E-07 , -6,84438007407211E-05 , -6,84438007407212E-05 , 2,37304600393846 , 49,3647370334373 , 0,190068447087088 , 919,55225355939
47109035,7778 , -2000 , -4,51060000061989 , -1,08597164747959E-05 , 0,0512438994441534 , 2,36322909520786E-07 , -4,01006617678192E-05 , -4,01006617678193E-05 , 2,33930282870641 , 47,2154574200363 , 0,0606418897790312 , 896,930060291548
47109051,3093 , -4000 , -16,5081999972463 , -1,67853925090439E-05 , 0,0442659947997531 , 2,19875998835394E-07 , 3,53641505102008E-06 , 3,53641505102006E-06 , 2,32422427963475 , 52,1863030500232 , -0,475383246280706 , 758,626592421129
47109082,706 , -2000 , -1,30580000579357 , -8,22959195835822E-06 , 0,0455807971195647 , 2,16384476666164E-07 , 2,34285851822283E-05 , 2,34285851822283E-05 , 2,31404858980633 , 49,7400563990736 , -0,393067683084976 , 767,277443454051
47109113,9444 , -1000 , -0,765699997544289 , -3,87040389787997E-06 , 0,0479273899031301 , 2,15737272391256E-07 , 3,26812501664753E-05 , 3,26812501664753E-05 , 2,29947241273449 , 47,2963615825859 , -0,348462753564629 , 769,403927837407
47109145,2901 , -500 , -0,677000001072884 , -1,58871257178726E-06 , 0,0503222085599887 , 2,15717741810203E-07 , 3,64673615977427E-05 , 3,64673615977427E-05 , 2,27954795789037 , 44,9367057170355 , -0,332293399328738 , 769,706241463027
47109192,7435 , 500 , 14,9210999980569 , 2,58630395792236E-06 , 0,0429529988064577 , 2,15444340988651E-07 , 3,02659694553672E-05 , 3,02659694553672E-05 , 2,2765560460256 , 53,3534117391763 , 0,29498338657865 , 747,961728978765
47109224,7611 , 1000 , -0,00509999692440033 , 4,59695932281567E-06 , 0,0450105729187589 , 2,14414360990411E-07 , 1,92019065529439E-05 , 1,92019065529439E-05 , 2,26822360819532 , 50,8197378175327 , 0,221298819881209 , 752,195650939049
47109257,3004 , 2000 , 0,515900000929832 , 8,64286782165028E-06 , 0,0464050454702438 , 2,10640362914379E-07 , -1,59825614532147E-06 , -1,59825614532149E-06 , 2,2565439532799 , 48,5582422806625 , 0,111584228693219 , 763,937752945348
47109293,3093 , 4000 , 3,94449999928474 , 1,61973894904182E-05 , 0,0452436119816556 , 1,97112475533765E-07 , -3,9664566098721E-05 , -3,9664566098721E-05 , 2,25021463656354 , 46,2287664613668 , 0,048102331715177 , 777,435459133291
47109325,3346 , 2000 , 0,0139999985694885 , 7,51014802638298E-06 , 0,0480738183048714 , 1,94548172528753E-07 , -5,67192523874778E-05 , -5,67192523874778E-05 , 2,24104449943547 , 44,2570627772441 , -0,0772099189523283 , 789,450427140478
47109355,8533 , -2000 , -1,48769999295473 , -9,81251031488417E-06 , 0,0539995460573408 , 1,90271639878224E-07 , -3,2634612590955E-05 , -3,2634612590955E-05 , 2,20850353140265 , 42,1072568678651 , -0,0165728625849708 , 796,377857490954
47109384,3731 , -4000 , -3,5029000043869 , -1,73633622773927E-05 , 0,053329354545458 , 1,76583026274838E-07 , 9,71535694822596E-06 , 9,71535694822596E-06 , 2,17843099680577 , 40,1199224563856 , 0,0653631157845663 , 813,664338832016
47109415,2839 , -2000 , -1,11500000208616 , -8,3528259787805E-06 , 0,0549076038275823 , 1,73812571816992E-07 , 2,85843931973834E-05 , 2,85843931973834E-05 , 2,15439470422539 , 38,1955461836618 , 0,135515976530228 , 820,791630460698
47109446,3504 , -1000 , -0,956200003623962 , -3,75935828570928E-06 , 0,057577398372839 , 1,73366231124551E-07 , 3,69520116325637E-05 , 3,69520116325637E-05 , 2,12623833724496 , 36,2865705060751 , 0,142806428423845 , 821,112443256578
47109478,173 , -500 , -0,223099999129772 , -1,35614335340374E-06 , 0,0601441505975755 , 1,73398720811332E-07 , 3,99460538442259E-05 , 3,99460538442259E-05 , 2,09345434709986 , 34,4751950036074 , 0,15742287475853 , 821,334711189807
47109511,125 , 500 , 0,363499999046326 , 3,61611666661258E-06 , 0,0631752274928467 , 1,73040575412279E-07 , 3,19420422266885E-05 , 3,19420422266885E-05 , 2,05362056920713 , 32,7595431382469 , 0,131982963176379 , 822,318204247661
47109587,7213 , 1000 , 44,5718000084162 , 1,61575494165884E-06 , 0,0172190780007774 , 1,72809212159381E-07 , 2,84107086369595E-05 , 2,84107086369595E-05 , 2,11598719612526 , 124,536163008578 , 0,876255961716873 , 777,65744501404
47109603,2639 , 2000 , -32,8743000030518 , 1,99805838720369E-06 , 0,0121348230605241 , 1,72161480501543E-07 , 2,38695043244485E-05 , 2,38695043244485E-05 , 2,18840706575123 , 184,275128137183 , 0,435490277760476 , 824,171979736859
47109634,5165 , 4000 , -0,771300002932549 , 3,91425328623528E-06 , 0,0130886914151364 , 1,6947094895122E-07 , 1,45383743041166E-05 , 1,45383743041166E-05 , 2,25720512953005 , 176,897640360664 , 0,356170893525379 , 840,605943763487
47109650,1464 , 2000 , -16,3904999941587 , 1,86701310367952E-06 , 0,0125967431198854 , 1,68910623248498E-07 , 1,00831547685594E-05 , 1,00831547685594E-05 , 2,32714574969951 , 186,342774231152 , 0,115246756375744 , 866,618919003848
47109697,0168 , -2000 , 14,173299998045 , -1,69494060187754E-06 , 0,0124404187373087 , 1,68454787661925E-07 , 1,41628419495751E-05 , 1,41628419495751E-05 , 2,3972019175718 , 190,417724973228 , 0,318845065704444 , 887,964975455645
47109712,6407 , -4000 , -16,3795000016689 , -3,41269776608413E-06 , 0,012618410428733 , 1,66302214971741E-07 , 2,24917033588025E-05 , 2,24917033588025E-05 , 2,46640604906268 , 188,331109457033 , 0,164980422742075 , 856,322868757389
47109743,9232 , -2000 , -0,737800002098084 , -1,7035244343924E-06 , 0,0138418592364531 , 1,65873589659701E-07 , 2,67870084394676E-05 , 2,67870084394676E-05 , 2,53150487177174 , 179,017197947446 , 0,184812861986533 , 858,116420152047
47109775,2197 , -1000 , -1,22980000078678 , -8,05415680043089E-07 , 0,0150724343598661 , 1,65861486604735E-07 , 2,88848890486837E-05 , 2,88848890486837E-05 , 2,59224543275069 , 170,069444822235 , 0,181055758984689 , 857,968608935556
47109806,4026 , -500 , -0,858599998056889 , -3,29288039568206E-07 , 0,0163001122453463 , 1,65943673486939E-07 , 2,97666575450267E-05 , 2,97666575450267E-05 , 2,64859694347168 , 161,576409723871 , 0,173608500900794 , 857,857878117532
47109837,7239 , 500 , -0,700799994170666 , 7,21045053021548E-07 , 0,0176666404848668 , 1,65962347901094E-07 , 2,77740637656024E-05 , 2,77740637656024E-05 , 2,69977553101492 , 153,603768935143 , 0,147863689723593 , 858,631841608821
47109868,9012 , 1000 , -0,86600000411272 , 1,29932614064425E-06 , 0,018953658246541 , 1,65810491184407E-07 , 2,4100154663136E-05 , 2,4100154663136E-05 , 2,7461831223203 , 146,160875169785 , 0,106573008734385 , 860,723775545178
47109915,7952 , 2000 , 14,25 , 2,38162846379029E-06 , 0,0193676217810961 , 1,65062819273587E-07 , 1,72068086972035E-05 , 1,72068086972035E-05 , 2,7901257987267 , 145,838216382252 , 0,335494447093952 , 840,362057566147
47109947,0507 , 4000 , -0,767200000584126 , 4,64492632510188E-06 , 0,0202758057006385 , 1,62014218406211E-07 , 3,4626898570872E-06 , 3,4626898570872E-06 , 2,83013064194183 , 140,264778789067 , 0,21662657077533 , 860,043274696285
47109978,3515 , 2000 , -0,761199995875359 , 2,38512384428028E-06 , 0,0213775771728595 , 1,61332634486432E-07 , -3,54255249215151E-06 , -3,5425524921515E-06 , 2,86734350017786 , 133,797126403308 , 0,146010213652935 , 865,910748996423
47110009,5566 , -2000 , -1,33560000360012 , -2,49606800426441E-06 , 0,0227457051702722 , 1,60617898366932E-07 , 3,8818235801626E-06 , 3,8818235801626E-06 , 2,89968802407482 , 127,141557285906 , 0,164845855817401 , 867,463356598198
47110040,7937 , -4000 , -0,767000004649162 , -5,03135760564624E-06 , 0,0234970581559723 , 1,57502912328278E-07 , 1,88962033642821E-05 , 1,88962033642821E-05 , 2,92956902586102 , 121,461341818166 , 0,251298580106058 , 881,620750626548
47110072,054 , -2000 , -0,764199994504452 , -2,48892642495687E-06 , 0,0251301724609948 , 1,56865419481875E-07 , 2,6342515249209E-05 , 2,6342515249209E-05 , 2,95438516345745 , 115,466781513849 , 0,282787957040923 , 884,051499122279
47110103,3599 , -1000 , -0,819499999284744 , -1,15746934930523E-06 , 0,0268319447824188 , 1,56814227473908E-07 , 2,98473818028991E-05 , 2,98473818028991E-05 , 2,97313689032192 , 109,693484105839 , 0,28356253801322 , 884,077614248605
47110134,6031 , -500 , -0,761400006711483 , -4,53014489969867E-07 , 0,028500772121806 , 1,56892206560989E-07 , 3,12327966956536E-05 , 3,12327966956536E-05 , 2,98597545282533 , 104,220301182819 , 0,269899229648146 , 883,907903734578
47110165,8611 , 500 , -0,766599997878075 , 1,07268074132665E-06 , 0,0303203426529594 , 1,56874502483217E-07 , 2,79057788494445E-05 , 2,79057788494445E-05 , 2,99193412512814 , 99,1376334020248 , 0,221320915989962 , 885,252689443809
47110197,0226 , 1000 , -0,939699999988079 , 1,8914004823927E-06 , 0,0319172312852204 , 1,5662481982992E-07 , 2,20049121500734E-05 , 2,20049121500733E-05 , 2,99235747334003 , 94,443103743962 , 0,148209969186489 , 888,661038675104
47110228,3602 , 2000 , -0,700799994170666 , 3,56833909769319E-06 , 0,0333625583332003 , 1,55527804237197E-07 , 1,08132900971776E-05 , 1,08132900971776E-05 , 2,98772023641816 , 90,2013204909951 , 0,0447998218581087 , 897,482326121385
